Source,SourceID,Lat-Long-Sender,Target,TargetID,Lat-Long-Receiver,Type,Label,Weight
"Paris","182","48,85341 2,3488","London","224","51,50853 -0,12574","Directed","Paris–London","1"
"Karersee","40371","46,409167 11,575","Wien","50","48,2066 16,37341","Directed","Karersee–Wien","1"
"Venedig","462","45,43713 12,33265","Brijuni","45260","44,91417 13,76222","Directed","Venedig–Brijuni","1"
"Berlin","168","52,52437 13,41053","Sankt Michael","40832","46,455308 11,258736","Directed","Berlin–Sankt Michael","1"
"Brenner","608","47,00528 11,50836","Wien","50","48,2066 16,37341","Directed","Brenner–Wien","1"
"Grado","53379","45,67774 13,40323","Edlach","470","47,69255 15,80915","Directed","Grado–Edlach","1"
"Avignon","36443","43,94834 4,80892","Wien","50","48,2066 16,37341","Directed","Avignon–Wien","1"
"Stilfser Joch","41945","46,528333 10,453333","Wien","50","48,2066 16,37341","Directed","Stilfser Joch–Wien","1"
"Paris","182","48,85341 2,3488","Stockholm","1119","59,325 18,05","Directed","Paris–Stockholm","1"
"Wien","50","48,2066 16,37341","Tschortkiw","45274","49,01701 25,79808","Directed","Wien–Tschortkiw","2"
"Berlin","168","52,52437 13,41053","Jagniątków","735","50,816944 15,609444","Directed","Berlin–Jagniątków","1"
"Korfu","41212","39,598055 19,852222","Rodaun","173","48,132793312328 16,256152195922","Directed","Korfu–Rodaun","1"
"Bad Ischl","213","47,71109 13,61893","Schruns","38711","47,06667 9,91667","Directed","Bad Ischl–Schruns","1"
"Bad Tölz","424","47,76111 11,5589","Bad Ischl","213","47,71109 13,61893","Directed","Bad Tölz–Bad Ischl","2"
"Versailles","36549","48,80359 2,13424","Wien","50","48,2066 16,37341","Directed","Versailles–Wien","1"
"Berlin","168","52,52437 13,41053","Opatija","38096","45,33771 14,30515","Directed","Berlin–Opatija","1"
"Prievoz","148300","48,146297222222 17,167102777778","Wien","50","48,2066 16,37341","Directed","Prievoz–Wien","1"
"Lofer","33929","47,58475 12,69333","Kaltenleutgeben","44102","48,11646 16,19956","Directed","Lofer–Kaltenleutgeben","1"
"Bad Aussee","415","47,60998 13,78243","Altaussee","34401","47,6698 13,78453","Directed","Bad Aussee–Altaussee","2"
"Velden am Wörthersee","909","46,61901 14,03129","Welsberg-Taisten","428","46,75774 12,10556","Directed","Velden am Wörthersee–Welsberg-Taisten","1"
"Hallstätter See","65265","47,578611 13,660556","Wien","50","48,2066 16,37341","Directed","Hallstätter See–Wien","1"
"Kaliningrad","42605","54,70649 20,51095","Wien","50","48,2066 16,37341","Directed","Kaliningrad–Wien","1"
"Altaussee","34401","47,6698 13,78453","Berlin","168","52,52437 13,41053","Directed","Altaussee–Berlin","1"
"Kaltenleutgeben","44102","48,11646 16,19956","Wien","50","48,2066 16,37341","Directed","Kaltenleutgeben–Wien","2"
"Hochschneeberg","5836","47,775833 15,8075","Rodaun","173","48,132793312328 16,256152195922","Directed","Hochschneeberg–Rodaun","1"
"Bad Ischl","213","47,71109 13,61893","Vahrn","946","46,73901 11,63749","Directed","Bad Ischl–Vahrn","3"
"Vahrn","946","46,73901 11,63749","München","45258","48,13743 11,57549","Directed","Vahrn–München","1"
"Antwerpen","995","51,2663 4,37077","Wien","50","48,2066 16,37341","Directed","Antwerpen–Wien","1"
"Innsbruck","867","47,28433 11,37706","München","45258","48,13743 11,57549","Directed","Innsbruck–München","1"
"Riva del Garda","465","45,88576 10,84118","Rodaun","173","48,132793312328 16,256152195922","Directed","Riva del Garda–Rodaun","1"
"Riva del Garda","465","45,88576 10,84118","Madonna di Campiglio","427","46,22671 10,82582","Directed","Riva del Garda–Madonna di Campiglio","1"
"St. Gilgen","33","47,76667 13,36667","St. Gilgen","33","47,76667 13,36667","Directed","St. Gilgen–St. Gilgen","1"
"Nürnberg","44172","49,45421 11,07752","Wien","50","48,2066 16,37341","Directed","Nürnberg–Wien","1"
"Edlach","470","47,69255 15,80915","Pichl am See","41102","47,81667 13,4","Directed","Edlach–Pichl am See","1"
"Berlin","168","52,52437 13,41053","Rom","445","41,89193 12,51133","Directed","Berlin–Rom","1"
"Luzern","967","47,05048 8,30635","Wien","50","48,2066 16,37341","Directed","Luzern–Wien","1"
"Wien","50","48,2066 16,37341","Neapel","595","40,85216 14,26811","Directed","Wien–Neapel","1"
"Welsberg-Taisten","428","46,75774 12,10556","Villach","40454","46,61254 13,8529","Directed","Welsberg-Taisten–Villach","1"
"Wien","50","48,2066 16,37341","Kaltenleutgeben","44102","48,11646 16,19956","Directed","Wien–Kaltenleutgeben","2"
"Noordwijk","960","52,26953 4,46354","Seis am Schlern","988","46,54133 11,55868","Directed","Noordwijk–Seis am Schlern","1"
"Salzburg","30","47,80067 13,04532","Innsbruck","867","47,28433 11,37706","Directed","Salzburg–Innsbruck","1"
"Trient","954","46,06787 11,12108","Wien","50","48,2066 16,37341","Directed","Trient–Wien","1"
"Hühnerspiel","147506","46,94455 11,502201","Wien","50","48,2066 16,37341","Directed","Hühnerspiel–Wien","1"
"Marienbad","772","49,96115 12,72872","Seis am Schlern","988","46,54133 11,55868","Directed","Marienbad–Seis am Schlern","1"
"Hallein","44258","47,68333 13,1","Rodaun","173","48,132793312328 16,256152195922","Directed","Hallein–Rodaun","1"
"Versailles","36549","48,80359 2,13424","St. Anton am Arlberg","212","47,1275 10,26372","Directed","Versailles–St. Anton am Arlberg","1"
"Kreiensen","42561","51,85363 9,96481","Wien","50","48,2066 16,37341","Directed","Kreiensen–Wien","1"
"Carbonin","44317","46,62111 12,21722","Wien","50","48,2066 16,37341","Directed","Carbonin–Wien","1"
"Wien","50","48,2066 16,37341","Dölsach","945","46,85721 12,83416","Directed","Wien–Dölsach","2"
"Salzburg","30","47,80067 13,04532","Reichenau an der Rax","483","47,7 15,83333","Directed","Salzburg–Reichenau an der Rax","1"
"Sambir","36570","49,5183 23,19752","Wien","50","48,2066 16,37341","Directed","Sambir–Wien","1"
"Welsberg-Taisten","428","46,75774 12,10556","Velden am Wörthersee","909","46,61901 14,03129","Directed","Welsberg-Taisten–Velden am Wörthersee","1"
"Bayreuth","734","49,94782 11,57893","Edlach","470","47,69255 15,80915","Directed","Bayreuth–Edlach","1"
"Millstatt","41069","46,82295 13,60447","Wien","50","48,2066 16,37341","Directed","Millstatt–Wien","1"
"Wien","50","48,2066 16,37341","Pötzleinsdorf","169","48,246838181084 16,300034240016","Directed","Wien–Pötzleinsdorf","1"
"Sachsenburg","41430","46,82171 13,30575","Bad Ischl","213","47,71109 13,61893","Directed","Sachsenburg–Bad Ischl","1"
"Bad Ischl","213","47,71109 13,61893","Insel Hiddensee","45270","54,56689 13,10411","Directed","Bad Ischl–Insel Hiddensee","1"
"Prato Piazza","91490","46,64949 12,18531","Edlach","470","47,69255 15,80915","Directed","Prato Piazza–Edlach","1"
"Marienbad","772","49,96115 12,72872","Welsberg-Taisten","428","46,75774 12,10556","Directed","Marienbad–Welsberg-Taisten","1"
"Velden am Wörthersee","909","46,61901 14,03129","Karersee","40371","46,409167 11,575","Directed","Velden am Wörthersee–Karersee","1"
"Bad Ischl","213","47,71109 13,61893","Salzburg","30","47,80067 13,04532","Directed","Bad Ischl–Salzburg","1"
"Iselsberg","141909","46,83806 12,84944","Wien","50","48,2066 16,37341","Directed","Iselsberg–Wien","1"
"Berlin","168","52,52437 13,41053","Blankenese","1226","53,5652 9,7972","Directed","Berlin–Blankenese","1"
"Rodaun","173","48,132793312328 16,256152195922","Unbekannt","nicht vorhanden","nicht vorhanden","Directed","Rodaun–Unbekannt","1"
"Bad Tölz","424","47,76111 11,5589","Salzburg","30","47,80067 13,04532","Directed","Bad Tölz–Salzburg","1"
"Matrei am Brenner","591","47,12852 11,45222","Rodaun","173","48,132793312328 16,256152195922","Directed","Matrei am Brenner–Rodaun","1"
"Hamburg","506","53,57532 10,01534","Brijuni","45260","44,91417 13,76222","Directed","Hamburg–Brijuni","1"
"Sanremo","45279","43,81725 7,7772","Wien","50","48,2066 16,37341","Directed","Sanremo–Wien","1"
"Gardone Riviera","374","45,62499 10,56527","Wien","50","48,2066 16,37341","Directed","Gardone Riviera–Wien","3"
"Schönberg im Stubaital","759","47,18333 11,41667","Wien","50","48,2066 16,37341","Directed","Schönberg im Stubaital–Wien","4"
"Welsberg-Taisten","428","46,75774 12,10556","Pörtschach","44278","47,02251 14,47783","Directed","Welsberg-Taisten–Pörtschach","1"
"Seis am Schlern","988","46,54133 11,55868","Noordwijk","960","52,26953 4,46354","Directed","Seis am Schlern–Noordwijk","1"
"Wien","50","48,2066 16,37341","Berlin-Pankow","17871","52,569167 13,403333","Directed","Wien–Berlin-Pankow","1"
"Ascona","49872","46,15451 8,77327","Wien","50","48,2066 16,37341","Directed","Ascona–Wien","1"
"Varese","928","45,82908 8,82193","Wien","50","48,2066 16,37341","Directed","Varese–Wien","1"
"Cuxhaven","90504","53,86828 8,69902","Wien","50","48,2066 16,37341","Directed","Cuxhaven–Wien","1"
"San Sebastian","40165","43,31283 -1,97499","Wien","50","48,2066 16,37341","Directed","San Sebastian–Wien","1"
"Frankfurt am Main","146","50,11552 8,68417","Nürnberg","44172","49,45421 11,07752","Directed","Frankfurt am Main–Nürnberg","1"
"Pontebba","88960","46,5054 13,30622","Wien","50","48,2066 16,37341","Directed","Pontebba–Wien","1"
"Agrigento","36499","37,31065 13,57661","Wien","50","48,2066 16,37341","Directed","Agrigento–Wien","1"
"Heiligenkreuz","939","48,04261 16,15292","Helsingør","726","56,03606 12,6136","Directed","Heiligenkreuz–Helsingør","1"
"Darmstadt","834","49,87167 8,65027","Wien","50","48,2066 16,37341","Directed","Darmstadt–Wien","1"
"Rodaun","173","48,132793312328 16,256152195922","Semmering","189","47,64224 15,8241","Directed","Rodaun–Semmering","1"
"Čáslav","767","49,91099 15,38972","Wien","50","48,2066 16,37341","Directed","Čáslav–Wien","2"
"Reichenau an der Rax","483","47,7 15,83333","Florenz","263","43,77925 11,24626","Directed","Reichenau an der Rax–Florenz","1"
"Garmisch-Partenkirchen","667","47,49209 11,09576","Wien","50","48,2066 16,37341","Directed","Garmisch-Partenkirchen–Wien","2"
"Skagen","44328","57,72093 10,58394","Wien","50","48,2066 16,37341","Directed","Skagen–Wien","1"
"Bad Ischl","213","47,71109 13,61893","Brijuni","45260","44,91417 13,76222","Directed","Bad Ischl–Brijuni","1"
"Riva del Garda","465","45,88576 10,84118","Bad Ischl","213","47,71109 13,61893","Directed","Riva del Garda–Bad Ischl","1"
"Wien","50","48,2066 16,37341","Bern","1223","46,9489 7,4638","Directed","Wien–Bern","2"
"Wien","50","48,2066 16,37341","Blankenese","1226","53,5652 9,7972","Directed","Wien–Blankenese","2"
"Lélex","45896","46,30057 5,93838","Bad Ischl","213","47,71109 13,61893","Directed","Lélex–Bad Ischl","1"
"Stratford-upon-Avon","49870","52,19166 -1,70734","Wien","50","48,2066 16,37341","Directed","Stratford-upon-Avon–Wien","1"
"Tutzing","44493","47,90938 11,2803","Wien","50","48,2066 16,37341","Directed","Tutzing–Wien","1"
"München","45258","48,13743 11,57549","Hodonín","49823","48,84893 17,13244","Directed","München–Hodonín","1"
"Salzburg","30","47,80067 13,04532","München","45258","48,13743 11,57549","Directed","Salzburg–München","1"
"Budapest","43471","47,49835 19,04045","Unbekannt","nicht vorhanden","nicht vorhanden","Directed","Budapest–Unbekannt","1"
"Garmisch-Partenkirchen","667","47,49209 11,09576","Bad Ischl","213","47,71109 13,61893","Directed","Garmisch-Partenkirchen–Bad Ischl","1"
"Helsingør","726","56,03606 12,6136","Rodaun","173","48,132793312328 16,256152195922","Directed","Helsingør–Rodaun","1"
"Venedig","462","45,43713 12,33265","Marienlyst","959","56,042028 12,601917","Directed","Venedig–Marienlyst","1"
"Unterach am Attersee","877","47,80494 13,48728","Altaussee","34401","47,6698 13,78453","Directed","Unterach am Attersee–Altaussee","2"
"Halle (Saale)","140","51,48158 11,97947","III., Landstraße","53","48,19811 16,39482","Directed","Halle (Saale)–III., Landstraße","1"
"St. Gilgen","33","47,76667 13,36667","Jagniątków","735","50,816944 15,609444","Directed","St. Gilgen–Jagniątków","1"
"Yokohama","53977","35,43333 139,65","Wien","50","48,2066 16,37341","Directed","Yokohama–Wien","2"
"Unterach am Attersee","877","47,80494 13,48728","Brijuni","45260","44,91417 13,76222","Directed","Unterach am Attersee–Brijuni","2"
"München","45258","48,13743 11,57549","IX., Alsergrund","59","48,22387 16,35641","Directed","München–IX., Alsergrund","1"
"Marienlyst","959","56,042028 12,601917","Rodaun","173","48,132793312328 16,256152195922","Directed","Marienlyst–Rodaun","1"
"Helsingør","726","56,03606 12,6136","Venedig","462","45,43713 12,33265","Directed","Helsingør–Venedig","1"
"Garda","38897","45,57889 10,71763","Wien","50","48,2066 16,37341","Directed","Garda–Wien","1"
"Rüdesheim","920","49,9789 7,92442","Wien","50","48,2066 16,37341","Directed","Rüdesheim–Wien","1"
"Wien","50","48,2066 16,37341","Riva del Garda","465","45,88576 10,84118","Directed","Wien–Riva del Garda","1"
"Wien","50","48,2066 16,37341","Andorf","1248","48,3713 13,57412","Directed","Wien–Andorf","1"
"Budapest","43471","47,49835 19,04045","Opatija","38096","45,33771 14,30515","Directed","Budapest–Opatija","1"
"Göttingen","42325","51,53443 9,93228","Unbekannt","nicht vorhanden","nicht vorhanden","Directed","Göttingen–Unbekannt","1"
"Wien","50","48,2066 16,37341","Sanremo","45279","43,81725 7,7772","Directed","Wien–Sanremo","1"
"München","45258","48,13743 11,57549","Bad Ischl","213","47,71109 13,61893","Directed","München–Bad Ischl","1"
"Brijuni","45260","44,91417 13,76222","Hamburg","506","53,57532 10,01534","Directed","Brijuni–Hamburg","1"
"Cambridge","893","52,2 0,11667","Marienlyst","959","56,042028 12,601917","Directed","Cambridge–Marienlyst","1"
"Wien","50","48,2066 16,37341","Sankt Moritz","44374","46,49937 9,84327","Directed","Wien–Sankt Moritz","1"
"Südtirol","969","46,71667 11,5","Wien","50","48,2066 16,37341","Directed","Südtirol–Wien","1"
"Trafoi","91918","46,5517 10,50988","Wien","50","48,2066 16,37341","Directed","Trafoi–Wien","2"
"Brijuni","45260","44,91417 13,76222","Sankt Moritz","44374","46,49937 9,84327","Directed","Brijuni–Sankt Moritz","2"
"Wien","50","48,2066 16,37341","Trondheim","40290","63,43049 10,39506","Directed","Wien–Trondheim","2"
"Gmunden","874","47,91839 13,79933","Bad Ischl","213","47,71109 13,61893","Directed","Gmunden–Bad Ischl","1"
"Wien","50","48,2066 16,37341","Schönberg im Stubaital","759","47,18333 11,41667","Directed","Wien–Schönberg im Stubaital","2"
"Pörtschach","44278","47,02251 14,47783","Welsberg-Taisten","428","46,75774 12,10556","Directed","Pörtschach–Welsberg-Taisten","2"
"Unterach am Attersee","877","47,80494 13,48728","Tutzing","44493","47,90938 11,2803","Directed","Unterach am Attersee–Tutzing","1"
"Konstanz","849","47,66033 9,17582","Berlin","168","52,52437 13,41053","Directed","Konstanz–Berlin","1"
"Monreale","45264","38,08125 13,28947","Rodaun","173","48,132793312328 16,256152195922","Directed","Monreale–Rodaun","2"
"Hannover","890","52,37052 9,73322","Wien","50","48,2066 16,37341","Directed","Hannover–Wien","1"
"Peking","118369","39,9075 116,39723","Wien","50","48,2066 16,37341","Directed","Peking–Wien","2"
"Rom","445","41,89193 12,51133","Rodaun","173","48,132793312328 16,256152195922","Directed","Rom–Rodaun","1"
"Basel","854","47,55839 7,57327","Wien","50","48,2066 16,37341","Directed","Basel–Wien","1"
"Hildesheim","55271","52,15077 9,95112","Wien","50","48,2066 16,37341","Directed","Hildesheim–Wien","1"
"Wien","50","48,2066 16,37341","Opatija","38096","45,33771 14,30515","Directed","Wien–Opatija","1"
"Öhningen","218","47,6667 8,9","Wien","50","48,2066 16,37341","Directed","Öhningen–Wien","1"
"Wien","50","48,2066 16,37341","III., Landstraße","53","48,19811 16,39482","Directed","Wien–III., Landstraße","2"
"Welsberg-Taisten","428","46,75774 12,10556","Berlin","168","52,52437 13,41053","Directed","Welsberg-Taisten–Berlin","1"
"St. Gilgen","33","47,76667 13,36667","Helsingør","726","56,03606 12,6136","Directed","St. Gilgen–Helsingør","1"
"Vahrn","946","46,73901 11,63749","Unbekannt","nicht vorhanden","nicht vorhanden","Directed","Vahrn–Unbekannt","1"
"Pallanza","44205","45,92298 8,55045","Seis am Schlern","988","46,54133 11,55868","Directed","Pallanza–Seis am Schlern","1"
"Dänemark","43570","56,0 10,0","Wien","50","48,2066 16,37341","Directed","Dänemark–Wien","1"
"Sankt Moritz","44374","46,49937 9,84327","Brijuni","45260","44,91417 13,76222","Directed","Sankt Moritz–Brijuni","1"
"Schleb","990","49,88958 15,48853","Wien","50","48,2066 16,37341","Directed","Schleb–Wien","1"
"Sládkovičovo","44686","48,203056 17,646944","Wien","50","48,2066 16,37341","Directed","Sládkovičovo–Wien","1"
"Wuppertal","989","51,25627 7,14816","Wien","50","48,2066 16,37341","Directed","Wuppertal–Wien","1"
"Braunwald","44880","46,94159 8,99643","Wien","50","48,2066 16,37341","Directed","Braunwald–Wien","1"
"Pegli","41022","44,42445 8,81213","Wien","50","48,2066 16,37341","Directed","Pegli–Wien","1"
"Bad Aussee","415","47,60998 13,78243","Berlin","168","52,52437 13,41053","Directed","Bad Aussee–Berlin","1"
"Wien","50","48,2066 16,37341","Pörtschach","44278","47,02251 14,47783","Directed","Wien–Pörtschach","1"
"Florenz","263","43,77925 11,24626","Wiesbaden","883","50,08258 8,24932","Directed","Florenz–Wiesbaden","1"
"München","45258","48,13743 11,57549","Brijuni","45260","44,91417 13,76222","Directed","München–Brijuni","1"
"Venedig","462","45,43713 12,33265","Berlin","168","52,52437 13,41053","Directed","Venedig–Berlin","1"
"Spittal an der Drau","41052","46,8 13,5","Berlin","168","52,52437 13,41053","Directed","Spittal an der Drau–Berlin","1"
"Gelbes Meer","118872","35,0 123,0","Wien","50","48,2066 16,37341","Directed","Gelbes Meer–Wien","1"
"Öhningen","218","47,6667 8,9","Berlin","168","52,52437 13,41053","Directed","Öhningen–Berlin","1"
"Florenz","263","43,77925 11,24626","Berlin","168","52,52437 13,41053","Directed","Florenz–Berlin","1"
"Fredensborg","51762","55,97558 12,40314","Rodaun","173","48,132793312328 16,256152195922","Directed","Fredensborg–Rodaun","1"
"Bad Ischl","213","47,71109 13,61893","Unterach am Attersee","877","47,80494 13,48728","Directed","Bad Ischl–Unterach am Attersee","1"
"Dahmsdorf","50112","52,53193 14,10798","Wien","50","48,2066 16,37341","Directed","Dahmsdorf–Wien","1"
"Forte dei Marmi","44248","43,96388 10,17478","Wien","50","48,2066 16,37341","Directed","Forte dei Marmi–Wien","1"
"Grundlsee (Gemeinde)","46000","47,61667 13,81667","Berlin","168","52,52437 13,41053","Directed","Grundlsee (Gemeinde)–Berlin","1"
